分拣中心,日期,货量
SC16,2023-11-15,2974
SC16,2023-11-16,2679
SC16,2023-11-17,2749
SC16,2023-11-18,2190
SC16,2023-11-19,1849
SC16,2023-11-20,1733
SC16,2023-11-21,1919
SC16,2023-11-22,1906
SC16,2023-11-23,1998
SC16,2023-11-24,2643
SC16,2023-11-25,2613
SC16,2023-11-26,2232
SC16,2023-11-27,2242
SC16,2023-11-28,2159
SC16,2023-11-29,2187
SC16,2023-11-30,2326
SC29,2023-08-01,5605
SC29,2023-08-02,5397
SC29,2023-08-03,5535
SC29,2023-08-04,5293
SC29,2023-08-05,5126
SC29,2023-08-06,4899
SC29,2023-08-07,5313
SC29,2023-08-08,5456
SC29,2023-08-09,5623
SC29,2023-08-10,5381
SC29,2023-08-11,5157
SC29,2023-08-12,5066
SC29,2023-08-13,4958
SC29,2023-08-14,5575
SC29,2023-08-15,5576
SC29,2023-08-16,5591
SC29,2023-08-17,5737
SC29,2023-08-18,5792
SC29,2023-08-19,5506
SC29,2023-08-20,5240
SC29,2023-08-21,5948
SC29,2023-08-22,5622
SC29,2023-08-23,5829
SC29,2023-08-24,6601
SC29,2023-08-25,5957
SC29,2023-08-26,5709
SC29,2023-08-27,5826
SC29,2023-08-28,6526
SC29,2023-08-29,8139
SC29,2023-08-30,6209
SC29,2023-08-31,6100
SC29,2023-09-01,7409
SC29,2023-09-02,7265
SC29,2023-09-03,6581
SC29,2023-09-04,6675
SC29,2023-09-05,6730
SC29,2023-09-06,7403
SC29,2023-09-07,7480
SC29,2023-09-08,7020
SC29,2023-09-09,6401
SC29,2023-09-10,5989
SC29,2023-09-11,6316
SC29,2023-09-12,6646
SC29,2023-09-13,6671
SC29,2023-09-14,6936
SC29,2023-09-15,6561
SC29,2023-09-16,6379
SC29,2023-09-17,6559
SC29,2023-09-18,7082
SC29,2023-09-19,7312
SC29,2023-09-20,7192
SC29,2023-09-21,7318
SC29,2023-09-22,7531
SC29,2023-09-23,7888
SC29,2023-09-24,7496
SC29,2023-09-25,7845
SC29,2023-09-26,8149
SC29,2023-09-27,7165
SC29,2023-09-28,6491
SC29,2023-09-29,6018
SC29,2023-09-30,6039
SC29,2023-10-01,5891
SC29,2023-10-02,5618
SC29,2023-10-03,5834
SC29,2023-10-04,5769
SC29,2023-10-05,6582
SC29,2023-10-06,6892
SC29,2023-10-07,7749
SC29,2023-10-08,7589
SC29,2023-10-09,7085
SC29,2023-10-10,7812
SC29,2023-10-11,6949
SC29,2023-10-12,6559
SC29,2023-10-13,6448
SC29,2023-10-14,6637
SC29,2023-10-15,6267
SC29,2023-10-16,6682
SC29,2023-10-17,7305
SC29,2023-10-18,6687
SC29,2023-10-19,6582
SC29,2023-10-20,7420
SC29,2023-10-21,6793
SC29,2023-10-22,6168
SC29,2023-10-23,8214
SC29,2023-10-24,14364
SC29,2023-10-25,9568
SC29,2023-10-26,8784
SC29,2023-10-27,9463
SC29,2023-10-28,7778
SC29,2023-10-29,7743
SC29,2023-10-30,8103
SC29,2023-10-31,10813
SC29,2023-11-02,12801
SC29,2023-11-03,9273
SC29,2023-11-04,9050
SC29,2023-11-05,8947
SC29,2023-11-06,9339
SC29,2023-11-07,9346
SC29,2023-11-08,9495
SC29,2023-11-09,8929
SC29,2023-11-10,10694
SC29,2023-11-12,14143
SC29,2023-11-13,8475
SC29,2023-11-14,6911
SC29,2023-11-15,7043
SC29,2023-11-16,6781
SC29,2023-11-17,7040
SC29,2023-11-18,6692
SC29,2023-11-19,6206
SC29,2023-11-20,6777
SC29,2023-11-21,7041
SC29,2023-11-22,6737
SC29,2023-11-23,6503
SC29,2023-11-24,6420
SC29,2023-11-25,6358
SC29,2023-11-26,6174
SC29,2023-11-27,6825
SC29,2023-11-28,6546
SC29,2023-11-29,6666
SC29,2023-11-30,6725
SC53,2023-08-01,26860
SC53,2023-08-02,28030
SC53,2023-08-03,27609
SC53,2023-08-04,28487
SC53,2023-08-05,28474
SC53,2023-08-06,25697
SC53,2023-08-07,26963
SC53,2023-08-08,26946
SC53,2023-08-09,27459
SC53,2023-08-10,28196
SC53,2023-08-11,27718
SC53,2023-08-12,26843
SC53,2023-08-13,26473
SC53,2023-08-14,26693
SC53,2023-08-15,28935
SC53,2023-08-16,28747
SC53,2023-08-17,29438
SC53,2023-08-18,29452
SC53,2023-08-19,28747
SC53,2023-08-20,27537
SC53,2023-08-21,27121
SC53,2023-08-22,29856
SC53,2023-08-23,30377
SC53,2023-08-24,30512
SC53,2023-08-25,33303
SC53,2023-08-26,35313
SC53,2023-08-27,32240
SC53,2023-08-28,37424
SC53,2023-08-29,40313
SC53,2023-08-30,39181
SC53,2023-08-31,35601
SC53,2023-09-01,33224
SC53,2023-09-02,32049
SC53,2023-09-03,32134
SC53,2023-09-04,30173
SC53,2023-09-05,33202
SC53,2023-09-06,32423
SC53,2023-09-07,32426
SC53,2023-09-08,31993
SC53,2023-09-09,32547
SC53,2023-09-10,31056
SC53,2023-09-11,30172
SC53,2023-09-12,30394
SC53,2023-09-13,33234
SC53,2023-09-14,34649
SC53,2023-09-15,33747
SC53,2023-09-16,33558
SC53,2023-09-17,33713
SC53,2023-09-18,31163
SC53,2023-09-19,33954
SC53,2023-09-20,38147
SC53,2023-09-21,39127
SC53,2023-09-22,37420
SC53,2023-09-23,40436
SC53,2023-09-24,36584
SC53,2023-09-25,40852
SC53,2023-09-26,40681
SC53,2023-09-27,41008
SC53,2023-09-28,35505
SC53,2023-09-29,26547
SC53,2023-09-30,23956
SC53,2023-10-01,22771
SC53,2023-10-02,23167
SC53,2023-10-03,22538
SC53,2023-10-04,22770
SC53,2023-10-05,25309
SC53,2023-10-06,25977
SC53,2023-10-07,28714
SC53,2023-10-08,30133
SC53,2023-10-09,30362
SC53,2023-10-10,31815
SC53,2023-10-11,31105
SC53,2023-10-12,30368
SC53,2023-10-13,30270
SC53,2023-10-14,29777
SC53,2023-10-15,28380
SC53,2023-10-16,29124
SC53,2023-10-17,29559
SC53,2023-10-18,29834
SC53,2023-10-19,30362
SC53,2023-10-20,30383
SC53,2023-10-21,29353
SC53,2023-10-22,27841
SC53,2023-10-23,29531
SC53,2023-10-24,33703
SC53,2023-10-25,36806
SC53,2023-10-26,35819
SC53,2023-10-27,35823
SC53,2023-10-28,33824
SC53,2023-10-29,30769
SC53,2023-10-30,31405
SC53,2023-10-31,36585
SC53,2023-11-01,35310
SC53,2023-11-02,41933
SC53,2023-11-03,36469
SC53,2023-11-04,33361
SC53,2023-11-05,30522
SC53,2023-11-06,33926
SC53,2023-11-07,34979
SC53,2023-11-08,37586
SC53,2023-11-09,37321
SC53,2023-11-10,37544
SC53,2023-11-11,38904
SC53,2023-11-14,41609
SC53,2023-11-15,39846
SC53,2023-11-16,38173
SC53,2023-11-17,36958
SC53,2023-11-18,33132
SC53,2023-11-19,33095
SC53,2023-11-20,32940
SC53,2023-11-21,33638
SC53,2023-11-22,35821
SC53,2023-11-23,35037
SC53,2023-11-24,33282
SC53,2023-11-25,32571
SC53,2023-11-26,30006
SC53,2023-11-27,30129
SC53,2023-11-28,33646
SC53,2023-11-29,33832
SC53,2023-11-30,32718
SC54,2023-08-01,9487
SC54,2023-08-02,9058
SC54,2023-08-03,8554
SC54,2023-08-04,8219
SC54,2023-08-05,8042
SC54,2023-08-06,8037
SC54,2023-08-07,8305
SC54,2023-08-08,8819
SC54,2023-08-09,8730
SC54,2023-08-10,8481
SC54,2023-08-11,8235
SC54,2023-08-12,8214
SC54,2023-08-13,8186
SC54,2023-08-14,8890
SC54,2023-08-15,9286
SC54,2023-08-16,8915
SC54,2023-08-17,9116
SC54,2023-08-18,9205
SC54,2023-08-19,8562
SC54,2023-08-20,8465
SC54,2023-08-21,9198
SC54,2023-08-22,8974
SC54,2023-08-23,9413
SC54,2023-08-24,9943
SC54,2023-08-25,9960
SC54,2023-08-26,9258
SC54,2023-08-27,9390
SC54,2023-08-28,9641
SC54,2023-08-29,9390
SC54,2023-08-30,9117
SC54,2023-08-31,9463
SC54,2023-09-01,15101
SC54,2023-09-02,11419
SC54,2023-09-03,10210
SC54,2023-09-04,10207
SC54,2023-09-05,11576
SC54,2023-09-06,11481
SC54,2023-09-07,13550
SC54,2023-09-08,11434
SC54,2023-09-09,11968
SC54,2023-09-10,9758
SC54,2023-09-11,9531
SC54,2023-09-12,9999
SC54,2023-09-13,9499
SC54,2023-09-14,11373
SC54,2023-09-15,10084
SC54,2023-09-16,10132
SC54,2023-09-17,10045
SC54,2023-09-18,10493
SC54,2023-09-19,10923
SC54,2023-09-20,10623
SC54,2023-09-21,10770
SC54,2023-09-22,10708
SC54,2023-09-23,10773
SC54,2023-09-24,10559
SC54,2023-09-25,10304
SC54,2023-09-26,11321
SC54,2023-09-27,10000
SC54,2023-09-28,8248
SC54,2023-09-29,7844
SC54,2023-09-30,7312
SC54,2023-10-01,7404
SC54,2023-10-02,6793
SC54,2023-10-03,7266
SC54,2023-10-04,7516
SC54,2023-10-05,8311
SC54,2023-10-06,8621
SC54,2023-10-07,9618
SC54,2023-10-08,9653
SC54,2023-10-09,8961
SC54,2023-10-10,9045
SC54,2023-10-11,8525
SC54,2023-10-12,8463
SC54,2023-10-13,8545
SC54,2023-10-14,8245
SC54,2023-10-15,7915
SC54,2023-10-16,8774
SC54,2023-10-17,8662
SC54,2023-10-18,9076
SC54,2023-10-19,10308
SC54,2023-10-20,10408
SC54,2023-10-21,9224
SC54,2023-10-22,8163
SC54,2023-10-23,11676
SC54,2023-10-24,21495
SC54,2023-10-25,13536
SC54,2023-10-26,11756
SC54,2023-10-27,12411
SC54,2023-10-28,11526
SC54,2023-10-29,10103
SC54,2023-10-30,11061
SC54,2023-10-31,15018
SC54,2023-11-02,22645
SC54,2023-11-03,13932
SC54,2023-11-04,15166
SC54,2023-11-05,13144
SC54,2023-11-06,12482
SC54,2023-11-07,12063
SC54,2023-11-08,14875
SC54,2023-11-09,12658
SC54,2023-11-10,16050
SC54,2023-11-13,13062
SC54,2023-11-14,8831
SC54,2023-11-15,9155
SC54,2023-11-16,9470
SC54,2023-11-17,10447
SC54,2023-11-18,7646
SC54,2023-11-19,7243
SC54,2023-11-20,8371
SC54,2023-11-21,8559
SC54,2023-11-22,8104
SC54,2023-11-23,8083
SC54,2023-11-24,7735
SC54,2023-11-25,7648
SC54,2023-11-26,7751
SC54,2023-11-27,8521
SC54,2023-11-28,8290
SC54,2023-11-29,8198
SC54,2023-11-30,8663
SC56,2023-08-01,2084
SC56,2023-08-02,1984
SC56,2023-08-03,1629
SC56,2023-08-04,1417
SC56,2023-08-05,1431
SC56,2023-08-06,1364
SC56,2023-08-07,1379
SC56,2023-08-08,1475
SC56,2023-08-09,1610
SC56,2023-08-10,1498
SC56,2023-08-11,1906
SC56,2023-08-12,1401
SC56,2023-08-13,1330
SC56,2023-08-14,1356
SC56,2023-08-15,1460
SC56,2023-08-16,1474
SC56,2023-08-17,1380
SC56,2023-08-18,2209
SC56,2023-08-19,1803
SC56,2023-08-20,1452
SC56,2023-08-21,1889
SC56,2023-08-22,1431
SC56,2023-08-23,1458
SC56,2023-08-24,1532
SC56,2023-08-25,1662
SC56,2023-08-26,1521
SC56,2023-08-27,2272
SC56,2023-08-28,1458
SC56,2023-08-29,1400
SC56,2023-08-30,1741
SC56,2023-08-31,1813
SC56,2023-09-01,3939
SC56,2023-09-02,2209
SC56,2023-09-03,1666
SC56,2023-09-04,2809
SC56,2023-09-05,1752
SC56,2023-09-06,2238
SC56,2023-09-07,3452
SC56,2023-09-08,2181
SC56,2023-09-09,1894
SC56,2023-09-10,1519
SC56,2023-09-11,1477
SC56,2023-09-12,2023
SC56,2023-09-13,2418
SC56,2023-09-14,2186
SC56,2023-09-15,1724
SC56,2023-09-16,1682
SC56,2023-09-17,1776
SC56,2023-09-18,1874
SC56,2023-09-19,1927
SC56,2023-09-20,2058
SC56,2023-09-21,2103
SC56,2023-09-22,1825
SC56,2023-09-23,2058
SC56,2023-09-24,1945
SC56,2023-09-25,1983
SC56,2023-09-26,2349
SC56,2023-09-27,2127
SC56,2023-09-28,1522
SC56,2023-09-29,1404
SC56,2023-09-30,1364
SC56,2023-10-01,1238
SC56,2023-10-02,1197
SC56,2023-10-03,1215
SC56,2023-10-04,1310
SC56,2023-10-05,1475
SC56,2023-10-06,1533
SC56,2023-10-07,1581
SC56,2023-10-08,1549
SC56,2023-10-09,1630
SC56,2023-10-10,1592
SC56,2023-10-11,1474
SC56,2023-10-12,1569
SC56,2023-10-13,1593
SC56,2023-10-14,1577
SC56,2023-10-15,1494
SC56,2023-10-16,1448
SC56,2023-10-17,1395
SC56,2023-10-18,1454
SC56,2023-10-19,1822
SC56,2023-10-20,1622
SC56,2023-10-21,1554
SC56,2023-10-22,1321
SC56,2023-10-23,2400
SC56,2023-10-24,4123
SC56,2023-10-25,2227
SC56,2023-10-26,2084
SC56,2023-10-27,2031
SC56,2023-10-28,1765
SC56,2023-10-29,1803
SC56,2023-10-30,1804
SC56,2023-10-31,2833
SC56,2023-11-02,4212
SC56,2023-11-03,2664
SC56,2023-11-04,2668
SC56,2023-11-05,2168
SC56,2023-11-06,2030
SC56,2023-11-07,2130
SC56,2023-11-08,2253
SC56,2023-11-09,2091
SC56,2023-11-10,3312
SC56,2023-11-12,4659
SC56,2023-11-13,2336
SC56,2023-11-14,1460
SC56,2023-11-15,1603
SC56,2023-11-16,1416
SC56,2023-11-17,1338
SC56,2023-11-18,1451
SC56,2023-11-19,1338
SC56,2023-11-20,1372
SC56,2023-11-21,1342
SC56,2023-11-22,1401
SC56,2023-11-23,1546
SC56,2023-11-24,1466
SC56,2023-11-25,1409
SC56,2023-11-26,1317
SC56,2023-11-27,1344
SC56,2023-11-28,1407
SC56,2023-11-29,1455
SC56,2023-11-30,1866
SC61,2023-08-01,662
SC61,2023-08-02,696
SC61,2023-08-03,707
SC61,2023-08-04,680
SC61,2023-08-05,698
SC61,2023-08-06,689
SC61,2023-08-07,874
SC61,2023-08-08,766
SC61,2023-08-09,1014
SC61,2023-08-10,817
SC61,2023-08-11,835
SC61,2023-08-12,775
SC61,2023-08-13,662
SC61,2023-08-14,724
SC61,2023-08-15,740
SC61,2023-08-16,891
SC61,2023-08-17,979
SC61,2023-08-18,896
SC61,2023-08-19,858
SC61,2023-08-20,843
SC61,2023-08-21,860
SC61,2023-08-22,903
SC61,2023-08-23,822
SC61,2023-08-24,783
SC61,2023-08-25,849
SC61,2023-08-26,839
SC61,2023-08-27,893
SC61,2023-08-28,821
SC61,2023-08-29,794
SC61,2023-08-30,791
SC61,2023-08-31,825
SC61,2023-09-01,809
SC61,2023-09-02,934
SC61,2023-09-03,895
SC61,2023-09-04,882
SC61,2023-09-05,1033
SC61,2023-09-06,1054
SC61,2023-09-07,1097
SC61,2023-09-08,966
SC61,2023-09-09,965
SC61,2023-09-10,964
SC61,2023-09-11,840
SC61,2023-09-12,788
SC61,2023-09-13,758
SC61,2023-09-14,802
SC61,2023-09-15,715
SC61,2023-09-16,692
SC61,2023-09-17,706
SC61,2023-09-18,729
SC61,2023-09-19,803
SC61,2023-09-20,798
SC61,2023-09-21,795
SC61,2023-09-22,710
SC61,2023-09-23,732
SC61,2023-09-24,783
SC61,2023-09-25,760
SC61,2023-09-26,754
SC61,2023-09-27,986
SC61,2023-09-28,883
SC61,2023-09-29,845
SC61,2023-09-30,790
SC61,2023-10-01,815
SC61,2023-10-02,837
SC61,2023-10-03,870
SC61,2023-10-04,926
SC61,2023-10-05,1006
SC61,2023-10-06,1115
SC61,2023-10-07,1177
SC61,2023-10-08,940
SC61,2023-10-09,849
SC61,2023-10-10,820
SC61,2023-10-11,857
SC61,2023-10-12,825
SC61,2023-10-13,787
SC61,2023-10-14,720
SC61,2023-10-15,810
SC61,2023-10-16,861
SC61,2023-10-17,870
SC61,2023-10-18,701
SC61,2023-10-19,911
SC61,2023-10-20,749
SC61,2023-10-21,678
SC61,2023-10-22,726
SC61,2023-10-23,759
SC61,2023-10-24,848
SC61,2023-10-25,828
SC61,2023-10-26,832
SC61,2023-10-27,768
SC61,2023-10-28,761
SC61,2023-10-29,739
SC61,2023-10-30,1289
SC61,2023-11-02,1577
SC61,2023-11-03,1591
SC61,2023-11-04,1347
SC61,2023-11-05,1262
SC61,2023-11-06,1258
SC61,2023-11-07,1287
SC61,2023-11-08,1286
SC61,2023-11-09,1453
SC61,2023-11-10,1899
SC61,2023-11-13,1327
SC61,2023-11-14,839
SC61,2023-11-15,660
SC61,2023-11-16,729
SC61,2023-11-17,667
SC61,2023-11-18,635
SC61,2023-11-19,650
SC61,2023-11-20,693
SC61,2023-11-21,763
SC61,2023-11-22,718
SC61,2023-11-23,720
SC61,2023-11-24,610
SC61,2023-11-25,588
SC61,2023-11-26,641
SC61,2023-11-27,648
SC61,2023-11-28,749
SC61,2023-11-29,648
SC61,2023-11-30,644
SC22,2023-08-01,5867
SC22,2023-08-02,6045
SC22,2023-08-03,6078
SC22,2023-08-04,5715
SC22,2023-08-05,5715
SC22,2023-08-06,5763
SC22,2023-08-07,5582
SC22,2023-08-08,5616
SC22,2023-08-09,6369
SC22,2023-08-10,6035
SC22,2023-08-11,5565
SC22,2023-08-12,5736
SC22,2023-08-13,5560
SC22,2023-08-14,5850
SC22,2023-08-15,5847
SC22,2023-08-16,6054
SC22,2023-08-17,5992
SC22,2023-08-18,5909
SC22,2023-08-19,6238
SC22,2023-08-20,6639
SC22,2023-08-21,7251
SC22,2023-08-22,6354
SC22,2023-08-23,6460
SC22,2023-08-24,6685
SC22,2023-08-25,6084
SC22,2023-08-26,6450
SC22,2023-08-27,6852
SC22,2023-08-28,7110
SC22,2023-08-29,7399
SC22,2023-08-30,7938
SC22,2023-08-31,7558
SC22,2023-09-01,7208
SC22,2023-09-02,7383
SC22,2023-09-03,6690
SC22,2023-09-04,6629
SC22,2023-09-05,6345
SC22,2023-09-06,6192
SC22,2023-09-07,6437
SC22,2023-09-08,5938
SC22,2023-09-09,6369
SC22,2023-09-10,5951
SC22,2023-09-11,6102
SC22,2023-09-12,6444
SC22,2023-09-13,6596
SC22,2023-09-14,6478
SC22,2023-09-15,6469
SC22,2023-09-16,6751
SC22,2023-09-17,6372
SC22,2023-09-18,6052
SC22,2023-09-19,5922
SC22,2023-09-20,6439
SC22,2023-09-21,6742
SC22,2023-09-22,6851
SC22,2023-09-23,8172
SC22,2023-09-24,8429
SC22,2023-09-25,8487
SC22,2023-09-26,7995
SC22,2023-09-27,7308
SC22,2023-09-28,6233
SC22,2023-09-29,6093
SC22,2023-09-30,6247
SC22,2023-10-01,6056
SC22,2023-10-02,5750
SC22,2023-10-03,5830
SC22,2023-10-04,6034
SC22,2023-10-05,6751
SC22,2023-10-06,7536
SC22,2023-10-07,8689
SC22,2023-10-08,8501
SC22,2023-10-09,8595
SC22,2023-10-10,8109
SC22,2023-10-11,7897
SC22,2023-10-12,7453
SC22,2023-10-13,7071
SC22,2023-10-14,7331
SC22,2023-10-15,7060
SC22,2023-10-16,7021
SC22,2023-10-17,6745
SC22,2023-10-18,6511
SC22,2023-10-19,6135
SC22,2023-10-20,6706
SC22,2023-10-21,6966
SC22,2023-10-22,6748
SC22,2023-10-23,7893
SC22,2023-10-24,12183
SC22,2023-10-25,8899
SC22,2023-10-26,8024
SC22,2023-10-27,7418
SC22,2023-10-28,7672
SC22,2023-10-29,7220
SC22,2023-10-30,6906
SC22,2023-10-31,10554
SC22,2023-11-01,18342
SC22,2023-11-02,10242
SC22,2023-11-03,9861
SC22,2023-11-04,9704
SC22,2023-11-05,10955
SC22,2023-11-07,13022
SC22,2023-11-08,12164
SC22,2023-11-09,11653
SC22,2023-11-10,16009
SC22,2023-11-14,13785
SC22,2023-11-15,11674
SC22,2023-11-16,11365
SC22,2023-11-17,10344
SC22,2023-11-18,10382
SC22,2023-11-19,9281
SC22,2023-11-20,8172
SC22,2023-11-21,7778
SC22,2023-11-22,8083
SC22,2023-11-23,8185
SC22,2023-11-24,8483
SC22,2023-11-25,8484
SC22,2023-11-26,8333
SC22,2023-11-27,7863
SC22,2023-11-28,7545
SC22,2023-11-29,7713
SC22,2023-11-30,9578
SC3,2023-08-01,9206
SC3,2023-08-02,9337
SC3,2023-08-03,9358
SC3,2023-08-04,9222
SC3,2023-08-05,9800
SC3,2023-08-06,9584
SC3,2023-08-07,8946
SC3,2023-08-08,9461
SC3,2023-08-09,9654
SC3,2023-08-10,10513
SC3,2023-08-11,10067
SC3,2023-08-12,9839
SC3,2023-08-13,9679
SC3,2023-08-14,9435
SC3,2023-08-15,9197
SC3,2023-08-16,10028
SC3,2023-08-17,10096
SC3,2023-08-18,9925
SC3,2023-08-19,10501
SC3,2023-08-20,9641
SC3,2023-08-21,9481
SC3,2023-08-22,9855
SC3,2023-08-23,9911
SC3,2023-08-24,10296
SC3,2023-08-25,10297
SC3,2023-08-26,10226
SC3,2023-08-27,10181
SC3,2023-08-28,9877
SC3,2023-08-29,9996
SC3,2023-08-30,10542
SC3,2023-08-31,10797
SC3,2023-09-01,10558
SC3,2023-09-02,12121
SC3,2023-09-03,10629
SC3,2023-09-04,10562
SC3,2023-09-05,10613
SC3,2023-09-06,11347
SC3,2023-09-07,11600
SC3,2023-09-08,11796
SC3,2023-09-09,11773
SC3,2023-09-10,10935
SC3,2023-09-11,11127
SC3,2023-09-12,11400
SC3,2023-09-13,11465
SC3,2023-09-14,11481
SC3,2023-09-15,11560
SC3,2023-09-16,11132
SC3,2023-09-17,11279
SC3,2023-09-18,11005
SC3,2023-09-19,11118
SC3,2023-09-20,11535
SC3,2023-09-21,12225
SC3,2023-09-22,12494
SC3,2023-09-23,12754
SC3,2023-09-24,11664
SC3,2023-09-25,12124
SC3,2023-09-26,12258
SC3,2023-09-27,12309
SC3,2023-09-28,12060
SC3,2023-09-29,11024
SC3,2023-09-30,10020
SC3,2023-10-01,9400
SC3,2023-10-02,8704
SC3,2023-10-03,8143
SC3,2023-10-04,8092
SC3,2023-10-05,8482
SC3,2023-10-06,9069
SC3,2023-10-07,9493
SC3,2023-10-08,10422
SC3,2023-10-09,10499
SC3,2023-10-10,10818
SC3,2023-10-11,10405
SC3,2023-10-12,10758
SC3,2023-10-13,10377
SC3,2023-10-14,10831
SC3,2023-10-15,10624
SC3,2023-10-16,10655
SC3,2023-10-17,10446
SC3,2023-10-18,11212
SC3,2023-10-19,11339
SC3,2023-10-20,11181
SC3,2023-10-21,11950
SC3,2023-10-22,11221
SC3,2023-10-23,11287
SC3,2023-10-24,13677
SC3,2023-10-25,15739
SC3,2023-10-26,13170
SC3,2023-10-27,13446
SC3,2023-10-28,13293
SC3,2023-10-29,12388
SC3,2023-10-30,11957
SC3,2023-10-31,11742
SC3,2023-11-01,18859
SC3,2023-11-03,16132
SC3,2023-11-04,14370
SC3,2023-11-05,13873
SC3,2023-11-06,12941
SC3,2023-11-07,13555
SC3,2023-11-08,14059
SC3,2023-11-09,14139
SC3,2023-11-10,13791
SC3,2023-11-14,15452
SC3,2023-11-15,14859
SC3,2023-11-16,14508
SC3,2023-11-17,13181
SC3,2023-11-18,13801
SC3,2023-11-19,13730
SC3,2023-11-20,13026
SC3,2023-11-21,12980
SC3,2023-11-22,14302
SC3,2023-11-23,12936
SC3,2023-11-24,12708
SC3,2023-11-25,12288
SC3,2023-11-26,12156
SC3,2023-11-27,12155
SC3,2023-11-28,12200
SC3,2023-11-29,12967
SC3,2023-11-30,12665
SC17,2023-08-01,17057
SC17,2023-08-02,17204
SC17,2023-08-03,17128
SC17,2023-08-04,16876
SC17,2023-08-05,16515
SC17,2023-08-06,15834
SC17,2023-08-07,14172
SC17,2023-08-08,15376
SC17,2023-08-09,15939
SC17,2023-08-10,15906
SC17,2023-08-11,15704
SC17,2023-08-12,15911
SC17,2023-08-13,13650
SC17,2023-08-14,16892
SC17,2023-08-15,16351
SC17,2023-08-16,17562
SC17,2023-08-17,18106
SC17,2023-08-18,16991
SC17,2023-08-19,18150
SC17,2023-08-20,18107
SC17,2023-08-21,17849
SC17,2023-08-22,17966
SC17,2023-08-23,18277
SC17,2023-08-24,18204
SC17,2023-08-25,18619
SC17,2023-08-26,18931
SC17,2023-08-27,16619
SC17,2023-08-28,15966
SC17,2023-08-29,18680
SC17,2023-08-30,17927
SC17,2023-08-31,18474
SC17,2023-09-01,18625
SC17,2023-09-02,21410
SC17,2023-09-03,19274
SC17,2023-09-04,17800
SC17,2023-09-05,18722
SC17,2023-09-06,19613
SC17,2023-09-07,20547
SC17,2023-09-08,20013
SC17,2023-09-09,20002
SC17,2023-09-10,18914
SC17,2023-09-11,18387
SC17,2023-09-12,18835
SC17,2023-09-13,20525
SC17,2023-09-14,20135
SC17,2023-09-15,22065
SC17,2023-09-16,22476
SC17,2023-09-17,19953
SC17,2023-09-18,20073
SC17,2023-09-19,22419
SC17,2023-09-20,21544
SC17,2023-09-21,21817
SC17,2023-09-22,22893
SC17,2023-09-23,21951
SC17,2023-09-24,21964
SC17,2023-09-25,21458
SC17,2023-09-26,22744
SC17,2023-09-27,23417
SC17,2023-09-28,21255
SC17,2023-09-29,18254
SC17,2023-09-30,19652
SC17,2023-10-01,18020
SC17,2023-10-02,15816
SC17,2023-10-03,15108
SC17,2023-10-04,15596
SC17,2023-10-05,15794
SC17,2023-10-06,16674
SC17,2023-10-07,17322
SC17,2023-10-08,17819
SC17,2023-10-09,18917
SC17,2023-10-10,19511
SC17,2023-10-11,18615
SC17,2023-10-12,18310
SC17,2023-10-13,17408
SC17,2023-10-14,16491
SC17,2023-10-15,16851
SC17,2023-10-16,17110
SC17,2023-10-17,16913
SC17,2023-10-18,17887
SC17,2023-10-19,17193
SC17,2023-10-20,17568
SC17,2023-10-21,17087
SC17,2023-10-22,15909
SC17,2023-10-23,16668
SC17,2023-10-24,26514
SC17,2023-10-25,24045
SC17,2023-10-26,20709
SC17,2023-10-27,19835
SC17,2023-10-28,20242
SC17,2023-10-29,18233
SC17,2023-10-30,17495
SC17,2023-10-31,19053
SC17,2023-11-02,29164
SC17,2023-11-03,23899
SC17,2023-11-04,24241
SC17,2023-11-05,21579
SC17,2023-11-06,21294
SC17,2023-11-07,21661
SC17,2023-11-08,22647
SC17,2023-11-09,22587
SC17,2023-11-10,20639
SC17,2023-11-13,26222
SC17,2023-11-14,23164
SC17,2023-11-15,20511
SC17,2023-11-16,21258
SC17,2023-11-17,19250
SC17,2023-11-18,18668
SC17,2023-11-19,18474
SC17,2023-11-20,17757
SC17,2023-11-21,18803
SC17,2023-11-22,19206
SC17,2023-11-23,18802
SC17,2023-11-24,18876
SC17,2023-11-25,17703
SC17,2023-11-26,17108
SC17,2023-11-27,16995
SC17,2023-11-28,18729
SC17,2023-11-29,18634
SC17,2023-11-30,18907
SC63,2023-08-01,1663
SC63,2023-08-02,1734
SC63,2023-08-03,1796
SC63,2023-08-04,1741
SC63,2023-08-05,1719
SC63,2023-08-06,1790
SC63,2023-08-07,1812
SC63,2023-08-08,1948
SC63,2023-08-09,2164
SC63,2023-08-10,1844
SC63,2023-08-11,1637
SC63,2023-08-12,1435
SC63,2023-08-13,1575
SC63,2023-08-14,1811
SC63,2023-08-15,2025
SC63,2023-08-16,2430
SC63,2023-08-17,2075
SC63,2023-08-18,2118
SC63,2023-08-19,2053
SC63,2023-08-20,2287
SC63,2023-08-21,2385
SC63,2023-08-22,2647
SC63,2023-08-23,2346
SC63,2023-08-24,3032
SC63,2023-08-25,2889
SC63,2023-08-26,3376
SC63,2023-08-27,2548
SC63,2023-08-28,2286
SC63,2023-08-29,2201
SC63,2023-08-30,2493
SC63,2023-08-31,2911
SC63,2023-09-01,2347
SC63,2023-09-02,2130
SC63,2023-09-03,2227
SC63,2023-09-04,2145
SC63,2023-09-05,2095
SC63,2023-09-06,1961
SC63,2023-09-07,2049
